gene_id,SRR10720198,SRR10720199,SRR10720203,SRR10720205
gene-YDL015C,625,541,560,537
gene-YDL017W,337,307,353,291
gene-YDL018C,248,282,367,356
gene-YDL019C,3314,3299,3643,3201
gene-YDL020C,2865,2943,5341,5150
gene-YDL021W,178,143,215,232
gene-YDL022C-A,1,0,0,1
gene-YDL022W,3322,4888,5907,5199
gene-YDL024C,34,29,26,23
gene-YDL025C,3425,3720,5593,5073
gene-YDL027C,599,682,709,660
gene-YDL028C,1555,1434,1539,1438
gene-YDL029W,1159,986,1520,1452
gene-YDL030W,950,1006,903,830
gene-YDL031W,4032,4027,3065,2740
gene-YDL033C,722,705,733,730
gene-YDL035C,2996,3040,3580,3045
gene-YDL036C,1400,1388,1262,1212
gene-YDL037C,751,1036,202,164
gene-YDL039C,2092,3052,432,419
gene-YDL040C,1736,1760,1948,1605
gene-YDL042C,869,688,751,630
gene-YDL043C,426,358,383,373
gene-YDL044C,513,463,530,556
gene-YDL045C,619,571,593,548
gene-YDL045W-A,794,729,787,871
gene-YDL046W,2022,1656,2247,2148
gene-YDL047W,2380,2241,2368,2024
gene-YDL048C,2441,2938,1194,770
gene-YDL049C,314,282,146,123
gene-YDL051W,1307,1161,1151,1185
gene-YDL052C,1555,1603,1645,1566
gene-YDL053C,1044,1118,938,939
gene-YDL054C,434,440,464,376
gene-YDL055C,2706,2681,3461,2830
gene-YDL056W,3391,3101,3540,3145
gene-YDL057W,228,249,252,254
gene-YDL058W,4159,3812,4685,4360
gene-YDL059C,210,217,297,295
gene-YDL060W,2815,2625,2064,1948
gene-YDL061C,733,624,704,761
gene-YDL063C,599,521,432,402
gene-YDL064W,544,462,507,544
gene-YDL065C,1925,1884,2090,2107
gene-YDL066W,1130,1000,1185,1119
gene-YDL067C,497,488,504,443
gene-YDL069C,187,193,156,155
gene-YDL070W,7577,8114,10433,9143
gene-YDL072C,442,392,439,497
gene-YDL073W,1058,998,1124,1103
gene-YDL074C,2391,2169,2527,2372
gene-YDL075W,1951,1838,2034,2218
gene-YDL076C,1171,1126,1137,1205
gene-YDL077C,579,580,743,611
gene-YDL078C,527,508,503,458
gene-YDL079C,242,234,177,184
gene-YDL080C,856,962,757,695
gene-YDL081C,964,897,1016,1036
gene-YDL082W,1453,1169,1421,1600
gene-YDL083C,894,902,978,986
gene-YDL084W,2348,2309,2410,2213
gene-YDL085C-A,322,233,393,337
gene-YDL085W,36,30,61,41
gene-YDL086W,452,475,400,331
gene-YDL087C,813,823,706,645
gene-YDL088C,3518,3502,4050,3438
gene-YDL089W,208,207,238,247
gene-YDL090C,308,242,300,294
gene-YDL091C,673,717,723,656
gene-YDL092W,1048,738,874,966
gene-YDL093W,506,450,475,379
gene-YDL095W,2071,1771,2247,1805
gene-YDL097C,3643,3101,4235,4161
gene-YDL098C,328,270,346,342
gene-YDL099W,4478,4297,4850,4699
gene-YDL100C,816,859,1061,959
gene-YDL101C,626,571,814,764
gene-YDL102W,839,847,1043,910
gene-YDL103C,529,533,660,568
gene-YDL104C,175,171,166,150
gene-YDL105W,328,271,335,346
gene-YDL106C,4585,4446,4927,4345
gene-YDL107W,505,456,454,468
gene-YDL108W,412,352,366,374
gene-YDL109C,421,453,492,361
gene-YDL110C,1471,1506,1463,1413
gene-YDL111C,683,645,621,569
gene-YDL112W,2394,2426,2291,2041
gene-YDL113C,1195,1084,1263,1168
gene-YDL114W,0,4,0,1
gene-YDL115C,1493,1527,1559,1731
gene-YDL116W,2784,2640,2887,2736
gene-YDL117W,1405,1379,1629,1418
gene-YDL119C,327,319,343,356
gene-YDL120W,242,264,269,270
gene-YDL121C,409,348,376,423
gene-YDL122W,2997,2915,2874,2519
gene-YDL123W,710,639,706,601
gene-YDL124W,7688,7538,8716,8352
gene-YDL125C,765,971,912,852
gene-YDL126C,8427,7788,9615,8840
gene-YDL127W,411,403,482,388
gene-YDL128W,725,708,844,710
gene-YDL129W,549,482,357,351
gene-YDL130W,607,475,668,634
gene-YDL130W-A,933,832,974,926
gene-YDL131W,864,814,781,779
gene-YDL132W,2375,2393,2896,2531
gene-YDL133C-A,280,323,354,298
gene-YDL133W,841,774,901,816
gene-YDL134C,733,710,778,673
gene-YDL135C,436,342,455,446
gene-YDL136W,393,339,372,359
gene-YDL137W,1042,900,1088,1071
gene-YDL138W,1700,1753,1766,1531
gene-YDL139C,608,557,573,544
gene-YDL140C,15085,16092,17944,13957
gene-YDL141W,703,637,722,657
gene-YDL142C,398,365,407,388
gene-YDL143W,1337,1471,1505,1344
gene-YDL144C,1011,844,890,847
gene-YDL145C,4641,4504,5601,4601
gene-YDL146W,226,212,252,250
gene-YDL147W,4398,3932,5031,5030
gene-YDL148C,3742,3971,2937,2534
gene-YDL149W,438,446,635,598
gene-YDL150W,1929,2094,1593,1321
gene-YDL153C,4225,3758,2873,2883
gene-YDL154W,193,182,176,151
gene-YDL155W,1179,1141,1267,1179
gene-YDL156W,1077,963,1401,1199
gene-YDL157C,148,114,143,133
gene-YDL159W,842,844,814,852
gene-YDL159W-A,0,0,0,0
gene-YDL160C,2985,2867,3353,2939
gene-YDL160C-A,206,183,191,210
gene-YDL161W,6537,6355,7229,6962
gene-YDL164C,905,817,1258,1052
gene-YDL165W,299,290,272,327
gene-YDL166C,383,245,308,358
gene-YDL167C,3070,2901,2774,2615
gene-YDL168W,2182,2367,3675,3478
gene-YDL169C,154,132,217,159
gene-YDL170W,755,835,650,667
gene-YDL171C,3184,3403,3978,3597
gene-YDL173W,2676,2522,2846,2686
gene-YDL174C,976,988,847,667
gene-YDL175C,230,216,187,230
gene-YDL176W,892,803,843,803
gene-YDL177C,763,661,673,668
gene-YDL178W,1208,1221,1212,1036
gene-YDL179W,939,887,1093,1095
gene-YDL180W,1341,1193,2254,2038
gene-YDL181W,176,176,154,130
gene-YDL182W,823,955,1120,1128
gene-YDL183C,204,229,193,200
gene-YDL184C,138,109,111,149
gene-YDL185W,3613,3529,3663,3209
gene-YDL186W,2,4,1,1
gene-YDL188C,1108,1048,1200,1053
gene-YDL189W,1247,1423,1257,1254
gene-YDL190C,2391,2775,3234,2731
gene-YDL191W,348,337,375,381
gene-YDL192W,679,614,609,687
gene-YDL193W,376,313,337,297
gene-YDL194W,709,597,520,448
gene-YDL195W,10563,11897,13362,9844
gene-YDL197C,1060,1069,1231,1122
gene-YDL198C,618,673,611,582
gene-YDL199C,307,275,391,329
gene-YDL200C,277,245,304,301
gene-YDL201W,1007,1132,781,782
gene-YDL202W,498,498,497,425
gene-YDL203C,1414,1359,1267,1185
gene-YDL204W,545,663,594,472
gene-YDL205C,1982,2143,2326,2230
gene-YDL206W,309,322,391,324
gene-YDL207W,1937,1952,1961,1765
gene-YDL208W,767,584,643,669
gene-YDL209C,871,894,797,723
gene-YDL210W,10,7,9,16
gene-YDL211C,698,594,837,668
gene-YDL212W,240,242,293,289
gene-YDL213C,2079,1966,1448,1442
gene-YDL214C,39,32,56,59
gene-YDL215C,540,527,650,540
gene-YDL216C,928,865,891,890
gene-YDL217C,596,610,611,636
gene-YDL218W,60,42,40,26
gene-YDL219W,141,157,180,195
gene-YDL220C,819,812,1022,867
gene-YDL222C,85,108,131,97
gene-YDL223C,659,682,678,476
gene-YDL224C,4474,4466,5010,3863
gene-YDL225W,3289,3340,3610,3323
gene-YDL226C,1541,1396,1683,1678
gene-YDL227C,2299,2278,2445,2245
gene-YDL229W,2259,2110,2347,2078
gene-YDL230W,802,645,721,708
gene-YDL231C,1627,1834,1728,1298
gene-YDL232W,262,205,267,266
gene-YDL233W,822,765,816,689
gene-YDL234C,1683,1782,1797,1541
gene-YDL235C,773,767,952,824
gene-YDL236W,475,495,547,539
gene-YDL237W,339,378,433,350
gene-YDL238C,338,293,384,337
gene-YDL239C,260,232,318,267
gene-YDL240W,1921,1835,1999,1685
gene-YDL241W,50,54,48,46
gene-YDL242W,13,13,12,15
gene-YDL243C,894,967,2317,2025
gene-YDL244W,4,2,2,5
gene-YDL245C,1,0,0,0
gene-YDL246C,4,5,1,5
gene-YDL247W,2,0,1,0
gene-YDL248W,36,44,33,38
gene-YDR001C,2724,2855,3099,2650
gene-YDR002W,851,784,909,872
gene-YDR003W,757,837,1046,998
gene-YDR003W-A,78,64,108,100
gene-YDR004W,736,586,808,794
gene-YDR005C,809,838,887,760
gene-YDR006C,6063,5696,6783,5090
gene-YDR007W,4,5,10,3
gene-YDR009W,85,70,80,50
gene-YDR010C,0,6,2,1
gene-YDR011W,14121,13284,30119,27635
gene-YDR012W,759,926,786,736
gene-YDR013W,70,58,63,92
gene-YDR014W,471,496,610,545
gene-YDR014W-A,5,5,10,8
gene-YDR016C,154,138,126,133
gene-YDR017C,2444,2695,2120,1896
gene-YDR018C,20,29,29,20
gene-YDR019C,1848,1677,1575,1644
gene-YDR020C,488,422,360,348
gene-YDR021W,645,577,403,388
gene-YDR022C,143,132,126,164
gene-YDR023W,2160,1785,2166,2076
gene-YDR025W,1584,1489,1732,1662
gene-YDR026C,1627,1562,1701,1546
gene-YDR027C,4052,4065,4623,3958
gene-YDR028C,4227,4097,4872,4293
gene-YDR029W,1,3,3,6
gene-YDR030C,391,357,292,258
gene-YDR031W,93,69,67,62
gene-YDR032C,576,535,650,688
gene-YDR033W,1672,1797,1419,1181
gene-YDR034C,2586,2413,2628,2454
gene-YDR034C-A,0,0,0,0
gene-YDR034C-C,0,0,0,0
gene-YDR034C-D,194,195,212,202
gene-YDR034W-B,0,1,3,3
gene-YDR035W,2646,2741,2164,2057
gene-YDR036C,734,688,828,718
gene-YDR037W,6506,6333,7166,6301
gene-YDR038C,33,45,40,43
gene-YDR039C,0,0,0,0
gene-YDR040C,59,73,167,143
gene-YDR041W,920,969,970,1049
gene-YDR042C,18,8,16,10
gene-YDR043C,667,622,503,581
gene-YDR044W,525,528,395,342
gene-YDR045C,190,190,155,205
gene-YDR046C,3290,3586,4925,4327
gene-YDR047W,838,706,672,620
gene-YDR049W,1722,1604,1601,1414
gene-YDR050C,4215,4844,4423,4418
gene-YDR051C,1329,1191,1287,1294
gene-YDR052C,3038,2992,3534,3221
gene-YDR054C,3169,3080,3210,3116
gene-YDR055W,2501,2350,3728,2871
gene-YDR056C,696,610,628,709
gene-YDR057W,747,712,794,789
gene-YDR058C,202,193,184,169
gene-YDR059C,238,190,336,284
gene-YDR060W,5239,5336,4574,4251
gene-YDR061W,1086,978,1232,1010
gene-YDR062W,1793,1552,2002,1801
gene-YDR063W,557,570,512,448
gene-YDR064W,674,605,691,655
gene-YDR065W,233,240,313,253
gene-YDR066C,61,78,75,62
gene-YDR067C,534,483,527,531
gene-YDR068W,2302,2139,2363,2482
gene-YDR069C,2016,1830,2587,2239
gene-YDR070C,32,26,43,35
gene-YDR071C,957,905,1064,1153
gene-YDR072C,757,768,885,713
gene-YDR073W,395,377,437,404
gene-YDR074W,6913,7312,6689,5635
gene-YDR075W,989,1066,902,864
gene-YDR076W,355,381,334,275
gene-YDR077W,34592,32730,52072,37494
gene-YDR078C,32,38,37,39
gene-YDR079C-A,143,149,125,169
gene-YDR079W,348,300,298,307
gene-YDR080W,1493,1467,1564,1472
gene-YDR081C,2339,2219,2458,2184
gene-YDR082W,511,478,522,497
gene-YDR083W,2151,1925,1628,1489
gene-YDR084C,286,317,354,360
gene-YDR085C,267,241,456,326
gene-YDR086C,1677,1495,1783,1848
gene-YDR087C,876,899,723,643
gene-YDR088C,1526,1341,1465,1399
gene-YDR089W,1370,1418,1213,1149
gene-YDR090C,295,277,322,316
gene-YDR091C,665,579,689,575
gene-YDR092W,634,603,677,765
gene-YDR093W,3191,3024,3571,3107
gene-YDR096W,2616,2759,2921,2233
gene-YDR097C,2009,1871,2786,2350
gene-YDR098C,1271,1087,1540,1629
gene-YDR098C-A,0,0,0,0
gene-YDR098C-B,2,1,0,1
gene-YDR099W,2629,2765,3029,2807
gene-YDR100W,409,316,510,514
gene-YDR101C,2183,2090,1815,1671
gene-YDR102C,18,10,11,15
gene-YDR103W,2267,2023,2330,1908
gene-YDR104C,1195,1031,1177,1018
gene-YDR105C,357,428,442,401
gene-YDR106W,44,43,44,39
gene-YDR107C,331,317,313,323
gene-YDR108W,684,576,567,467
gene-YDR109C,762,665,861,779
gene-YDR110W,1002,931,1029,918
gene-YDR111C,1040,1096,846,753
gene-YDR113C,1234,1171,1328,1214
gene-YDR114C,0,0,0,1
gene-YDR115W,325,334,291,302
gene-YDR116C,1289,1184,1223,1175
gene-YDR117C,1130,1059,1088,1037
gene-YDR118W,302,283,369,355
gene-YDR119W,841,869,900,864
gene-YDR119W-A,27,28,14,13
gene-YDR120C,1538,1358,1230,1275
gene-YDR121W,906,829,798,794
gene-YDR122W,3106,3444,3959,3202
gene-YDR123C,1993,1771,1393,1274
gene-YDR124W,281,284,162,164
gene-YDR125C,221,199,173,152
gene-YDR126W,132,104,99,91
gene-YDR127W,3361,3246,3542,3205
gene-YDR128W,1845,1806,1920,1710
gene-YDR129C,3737,3662,3230,3045
gene-YDR130C,928,961,750,766
gene-YDR131C,505,489,501,458
gene-YDR132C,2130,2282,3372,3083
gene-YDR135C,9605,8619,16816,14778
gene-YDR137W,1128,1128,1182,1004
gene-YDR138W,1309,1377,1192,1154
gene-YDR139C,725,637,630,710
gene-YDR140W,592,642,629,599
gene-YDR141C,2588,2553,3040,2835
gene-YDR142C,624,562,555,474
gene-YDR143C,2474,2571,2674,2328
gene-YDR144C,754,696,1094,1000
gene-YDR145W,5498,5157,5910,5258
gene-YDR146C,3402,3847,2985,2713
gene-YDR147W,782,796,662,623
gene-YDR148C,613,634,677,588
gene-YDR150W,7019,6929,7633,6641
gene-YDR151C,1149,872,1784,1800
gene-YDR152W,2144,2209,1999,2000
gene-YDR153C,2963,2920,2746,2573
gene-YDR155C,4554,4701,6949,7027
gene-YDR156W,871,770,720,674
gene-YDR157W,7,9,10,4
gene-YDR158W,724,672,685,648
gene-YDR159W,2936,2834,3330,2922
gene-YDR160W,1245,1153,1281,1204
gene-YDR161W,768,770,665,630
gene-YDR162C,1534,1420,1624,1652
gene-YDR163W,2068,2047,2006,2134
gene-YDR164C,975,858,1090,899
gene-YDR165W,1285,1154,1182,1040
gene-YDR166C,1731,1604,1857,1667
gene-YDR167W,1107,1257,1129,1043
gene-YDR168W,2947,2761,3344,3076
gene-YDR169C,5434,5288,5531,4371
gene-YDR169C-A,15,11,17,12
gene-YDR170C,6006,6370,6517,5672
gene-YDR170W-A,263,250,380,330
gene-YDR171W,2813,2858,9463,9634
gene-YDR172W,5265,5066,5133,4590
gene-YDR173C,168,167,168,190
gene-YDR174W,826,773,1123,1028
gene-YDR175C,916,823,920,891
gene-YDR176W,3922,3329,3641,3321
gene-YDR177W,698,675,603,610
gene-YDR178W,336,350,353,327
gene-YDR179C,206,183,172,180
gene-YDR179W-A,185,156,144,148
gene-YDR180W,607,600,837,665
gene-YDR181C,1211,1089,1188,1151
gene-YDR182W,1588,1518,1763,1733
gene-YDR182W-A,0,1,7,8
gene-YDR183W,309,257,277,281
gene-YDR184C,838,795,746,622
gene-YDR185C,33,37,25,31
gene-YDR186C,6962,6894,7328,6188
gene-YDR188W,2543,2493,2727,2353
gene-YDR189W,2282,2265,2679,2278
gene-YDR190C,2754,2517,2515,2441
gene-YDR191W,186,197,204,202
gene-YDR192C,551,562,528,466
gene-YDR194C,3924,3942,4408,3869
gene-YDR194W-A,1,1,3,2
gene-YDR195W,464,502,452,371
gene-YDR196C,482,416,500,475
gene-YDR197W,734,761,822,761
gene-YDR198C,401,318,319,298
gene-YDR200C,2106,2035,2139,1900
gene-YDR201W,391,403,402,386
gene-YDR202C,463,466,369,389
gene-YDR204W,358,364,350,348
gene-YDR205W,707,649,888,659
gene-YDR206W,1298,1385,1389,1213
gene-YDR207C,3324,3568,3381,2677
gene-YDR208W,5338,4943,5476,4650
gene-YDR209C,2,1,2,2
gene-YDR210C-C,0,0,0,0
gene-YDR210C-D,37,29,48,40
gene-YDR210W,388,407,387,383
gene-YDR210W-A,0,0,0,0
gene-YDR210W-B,25,18,16,16
gene-YDR211W,1103,1095,1177,1070
gene-YDR212W,906,970,1030,945
gene-YDR213W,1610,1593,1287,1127
gene-YDR214W,1234,1103,2929,2728
gene-YDR215C,5,1,8,3
gene-YDR216W,2944,2261,4255,3459
gene-YDR217C,2701,2469,2673,2476
gene-YDR218C,4,3,2,2
gene-YDR219C,1196,1178,1231,1171
gene-YDR221W,1712,1430,1688,1557
gene-YDR222W,152,132,222,186
gene-YDR223W,47,48,48,38
gene-YDR224C,2061,1994,1834,1796
gene-YDR225W,1168,1025,965,1011
gene-YDR226W,1048,916,1154,1033
gene-YDR227W,3543,3357,3668,3429
gene-YDR228C,1179,1300,1269,1113
gene-YDR229W,2486,2324,2242,2373
gene-YDR231C,412,418,425,501
gene-YDR232W,1766,1764,1798,1496
gene-YDR233C,1732,1605,1745,1588
gene-YDR234W,943,1058,878,786
gene-YDR235W,477,445,528,444
gene-YDR236C,186,133,200,201
gene-YDR237W,533,524,508,444
gene-YDR238C,2827,2793,3423,2935
gene-YDR239C,1168,1196,1140,962
gene-YDR240C,719,599,607,540
gene-YDR242W,359,359,381,349
gene-YDR243C,553,476,438,423
gene-YDR244W,1931,1964,1860,1694
gene-YDR245W,1284,1134,1267,1220
gene-YDR246W,1429,1268,1384,1392
gene-YDR246W-A,54,61,104,56
gene-YDR247W,470,446,500,389
gene-YDR248C,363,378,508,549
gene-YDR249C,54,57,52,60
gene-YDR251W,2322,2149,2628,2364
gene-YDR252W,93,88,75,82
gene-YDR253C,19,26,103,84
gene-YDR254W,371,382,390,416
gene-YDR255C,1008,950,1330,1068
gene-YDR256C,43,45,62,52
gene-YDR257C,498,468,545,500
gene-YDR258C,1893,1618,4208,4439
gene-YDR259C,211,178,325,281
gene-YDR260C,1339,1460,1098,1116
gene-YDR261C,626,653,695,610
gene-YDR261C-C,0,0,0,0
gene-YDR261C-D,57,53,48,59
gene-YDR261W-A,0,0,0,0
gene-YDR261W-B,39,46,32,31
gene-YDR262W,1042,926,1041,1048
gene-YDR263C,92,75,85,65
gene-YDR264C,2117,1510,2208,2048
gene-YDR265W,611,556,625,601
gene-YDR266C,2642,2648,2653,2333
gene-YDR267C,776,685,635,645
gene-YDR268W,351,298,311,283
gene-YDR270W,3442,2300,4125,4163
gene-YDR272W,1094,992,1096,1009
gene-YDR273W,115,138,108,90
gene-YDR274C,1,1,2,1
gene-YDR275W,786,796,679,573
gene-YDR276C,2084,1900,1959,1943
gene-YDR277C,1826,1921,943,854
gene-YDR278C,1,0,0,1
gene-YDR279W,621,619,735,642
gene-YDR280W,3652,3612,3257,3198
gene-YDR281C,836,719,244,255
gene-YDR282C,453,457,387,436
gene-YDR283C,1980,1699,1930,1886
gene-YDR284C,424,457,382,385
gene-YDR285W,312,294,343,269
gene-YDR286C,67,75,56,58
gene-YDR287W,346,375,305,337
gene-YDR288W,549,623,461,487
gene-YDR289C,1088,1104,1117,1141
gene-YDR291W,1091,1040,1218,1069
gene-YDR292C,3583,3622,3782,3443
gene-YDR293C,7221,7581,8848,7164
gene-YDR294C,977,969,1086,934
gene-YDR295C,915,810,919,794
gene-YDR296W,1106,1201,1147,1168
gene-YDR297W,1098,1188,835,745
gene-YDR298C,254,250,248,237
gene-YDR299W,3576,3318,2667,2503
gene-YDR300C,922,1220,990,919
gene-YDR301W,2943,3016,3327,3009
gene-YDR302W,415,399,483,448
gene-YDR303C,1927,1967,2084,1839
gene-YDR304C,874,1000,935,920
gene-YDR305C,242,242,275,304
gene-YDR306C,1013,1071,1040,940
gene-YDR307W,493,491,679,584
gene-YDR308C,617,643,599,565
gene-YDR309C,2451,2284,3112,2664
gene-YDR310C,4359,4480,4637,3918
gene-YDR311W,1367,1396,1349,1218
gene-YDR312W,1290,1139,1009,862
gene-YDR313C,415,355,469,387
gene-YDR314C,1560,1247,1658,1578
gene-YDR315C,149,104,132,117
gene-YDR316W,2265,1993,2062,2058
gene-YDR316W-A,0,0,0,0
gene-YDR316W-B,6,3,1,4
gene-YDR317W,55,42,22,29
gene-YDR318W,645,562,566,484
gene-YDR319C,367,351,414,394
gene-YDR320C,1010,917,1031,811
gene-YDR320C-A,594,592,550,582
gene-YDR321W,364,392,349,315
gene-YDR322C-A,496,415,483,503
gene-YDR322W,533,515,502,458
gene-YDR323C,356,343,378,307
gene-YDR324C,2587,2488,2025,2014
gene-YDR325W,1361,1379,1669,1490
gene-YDR326C,3480,3241,3340,3096
gene-YDR328C,1315,1383,1390,1375
gene-YDR329C,1084,1095,1018,865
gene-YDR330W,2000,1789,1951,1742
gene-YDR331W,869,869,980,939
gene-YDR332W,457,438,496,417
gene-YDR333C,1252,1271,1347,1214
gene-YDR334W,5630,5599,6967,6256
gene-YDR335W,2804,2552,3544,3142
gene-YDR336W,188,184,152,163
gene-YDR337W,1013,996,1093,1056
gene-YDR338C,678,696,667,592
gene-YDR339C,1052,920,836,888
gene-YDR341C,2331,2455,2256,2071
gene-YDR342C,45,46,16,11
gene-YDR343C,33,16,10,6
gene-YDR344C,104,116,143,115
gene-YDR345C,8043,7195,5785,5151
gene-YDR346C,1562,1664,1466,1448
gene-YDR347W,832,794,775,800
gene-YDR348C,2138,2144,2249,2171
gene-YDR349C,890,827,1036,919
gene-YDR350C,661,659,816,704
gene-YDR351W,2157,2293,2737,2160
gene-YDR352W,518,488,475,483
gene-YDR353W,9561,8885,14256,14257
gene-YDR354W,764,760,815,888
gene-YDR356W,3037,2829,3536,3083
gene-YDR357C,246,228,200,236
gene-YDR358W,1393,1380,1375,1338
gene-YDR359C,2956,3014,3453,3126
gene-YDR361C,600,541,477,444
gene-YDR362C,681,693,634,586
gene-YDR363W,1255,1404,1184,963
gene-YDR363W-A,4128,3523,4170,4686
gene-YDR364C,853,853,787,706
gene-YDR365C,5014,4851,4640,4435
gene-YDR365W-A,0,0,0,0
gene-YDR365W-B,116,97,135,94
gene-YDR366C,2,5,2,0
gene-YDR367W,154,116,130,125
gene-YDR368W,1502,1788,1989,1922
gene-YDR369C,491,461,600,528
gene-YDR370C,558,499,535,528
gene-YDR371W,357,374,383,399
gene-YDR372C,1885,1634,1845,1797
gene-YDR373W,241,246,264,256
gene-YDR374C,0,0,0,0
gene-YDR374W-A,61,64,54,75
gene-YDR375C,660,588,657,693
gene-YDR376W,500,523,605,521
gene-YDR377W,341,309,292,378
gene-YDR378C,583,453,518,597
gene-YDR379C-A,94,66,111,101
gene-YDR379W,2858,2967,3002,2575
gene-YDR380W,498,428,933,1555
gene-YDR381C-A,306,343,338,317
gene-YDR381W,2239,1896,2204,1964
gene-YDR382W,1974,1587,2052,2099
gene-YDR383C,1041,959,1107,1088
gene-YDR384C,436,465,454,470
gene-YDR385W,875,790,882,788
gene-YDR386W,527,548,582,550
gene-YDR387C,256,261,266,230
gene-YDR388W,3401,3218,3657,3405
gene-YDR389W,2715,2711,2857,2435
gene-YDR390C,1852,1750,1787,1599
gene-YDR391C,190,196,184,168
gene-YDR392W,649,777,755,746
gene-YDR393W,1544,1418,1815,1651
gene-YDR394W,3803,3591,4762,4654
gene-YDR395W,1854,1925,1938,1738
gene-YDR397C,593,649,661,650
gene-YDR398W,1960,1757,1665,1516
gene-YDR399W,657,604,422,442
gene-YDR400W,229,230,238,240
gene-YDR402C,4,5,6,5
gene-YDR403W,57,67,73,36
gene-YDR404C,361,346,334,366
gene-YDR405W,2415,2427,2281,2055
gene-YDR406W,2492,2458,2132,1436
gene-YDR407C,2016,1795,2519,2296
gene-YDR408C,867,794,722,709
gene-YDR409W,1618,1659,1785,1473
gene-YDR410C,292,230,346,297
gene-YDR411C,569,672,576,545
gene-YDR412W,2826,2551,1864,2003
gene-YDR414C,168,164,182,176
gene-YDR415C,917,819,814,800
gene-YDR416W,1424,1523,1323,1216
gene-YDR418W,1178,1040,1098,1212
gene-YDR419W,641,613,618,510
gene-YDR420W,5565,5728,6013,4696
gene-YDR421W,741,659,969,827
gene-YDR422C,1881,1934,1975,1635
gene-YDR423C,1962,1620,1770,1827
gene-YDR424C,120,116,115,136
gene-YDR425W,1429,1420,1512,1302
gene-YDR427W,2212,2222,2764,2406
gene-YDR428C,65,50,47,50
gene-YDR429C,1695,1455,1479,1482
gene-YDR430C,1583,1602,1770,1510
gene-YDR432W,13564,12422,15740,13612
gene-YDR434W,686,568,810,739
gene-YDR435C,164,145,166,132
gene-YDR436W,1152,1161,1063,894
gene-YDR437W,312,351,291,240
gene-YDR438W,233,242,218,212
gene-YDR439W,357,329,316,301
gene-YDR440W,979,1014,1153,982
gene-YDR441C,253,213,238,223
gene-YDR443C,2291,2229,2485,2091
gene-YDR444W,1725,1713,1681,1468
gene-YDR446W,7,5,8,6
gene-YDR447C,574,569,537,509
gene-YDR448W,1088,1061,1177,1107
gene-YDR449C,1215,1086,991,879
gene-YDR450W,588,645,674,654
gene-YDR451C,825,903,799,618
gene-YDR452W,4280,3925,4607,4161
gene-YDR453C,150,168,198,193
gene-YDR454C,206,255,241,213
gene-YDR456W,508,484,565,490
gene-YDR457W,7742,7485,9291,8011
gene-YDR458C,1358,1155,1364,1244
gene-YDR459C,168,201,215,172
gene-YDR460W,1344,1553,1455,1415
gene-YDR461C-A,158,163,158,175
gene-YDR461W,7,6,10,6
gene-YDR462W,835,905,759,753
gene-YDR463W,2875,3259,2748,2389
gene-YDR464W,6063,6116,6507,5649
gene-YDR465C,1657,1743,1287,1149
gene-YDR466W,3523,3265,3623,3043
gene-YDR468C,2283,1996,2452,2291
gene-YDR469W,705,652,611,651
gene-YDR470C,674,646,753,615
gene-YDR471W,1234,1115,1289,1244
gene-YDR472W,1198,1057,1167,1099
gene-YDR473C,1724,1758,1768,1611
gene-YDR475C,2953,3181,3372,2685
gene-YDR476C,518,600,520,486
gene-YDR477W,3015,3167,3174,2891
gene-YDR478W,545,469,442,431
gene-YDR479C,614,669,668,592
gene-YDR480W,1158,1180,1566,1450
gene-YDR481C,3751,3742,2498,2262
gene-YDR482C,596,580,468,516
gene-YDR483W,2054,2398,2045,1763
gene-YDR484W,416,371,451,467
gene-YDR485C,3752,3585,3704,3391
gene-YDR486C,1397,1291,1487,1425
gene-YDR487C,978,1021,1290,1281
gene-YDR488C,639,585,639,540
gene-YDR489W,335,341,378,395
gene-YDR490C,1309,1273,1419,1228
gene-YDR492W,1009,890,498,424
gene-YDR493W,264,276,237,249
gene-YDR494W,2256,2516,2470,2170
gene-YDR495C,1567,1537,1736,1507
gene-YDR496C,1676,1954,1469,1289
gene-YDR497C,24069,27936,14048,12491
gene-YDR498C,1020,1025,1066,977
gene-YDR499W,1549,1653,1608,1478
gene-YDR500C,734,796,745,765
gene-YDR501W,193,185,261,226
gene-YDR502C,2359,2607,1825,1876
gene-YDR503C,84,95,114,110
gene-YDR504C,38,38,47,50
gene-YDR505C,2404,2702,3044,2559
gene-YDR506C,596,629,611,544
gene-YDR507C,2589,2349,3856,3201
gene-YDR508C,3827,3876,5071,4248
gene-YDR510W,3731,3619,3723,4053
gene-YDR511W,307,304,259,249
gene-YDR512C,1575,1468,1741,1821
gene-YDR513W,841,887,994,996
gene-YDR514C,2144,2344,1862,1705
gene-YDR515W,1517,1508,1750,1499
gene-YDR516C,1238,1090,1069,1012
gene-YDR517W,1937,1811,2046,1857
gene-YDR518W,494,480,546,433
gene-YDR519W,240,235,240,222
gene-YDR520C,942,964,902,819
gene-YDR522C,0,1,1,3
gene-YDR523C,18,15,11,11
gene-YDR524C,895,814,869,781
gene-YDR524C-B,10824,9764,10019,10101
gene-YDR524W-C,3,6,6,2
gene-YDR525W,2,3,4,5
gene-YDR525W-A,103,94,123,117
gene-YDR527W,2186,2155,2403,2182
gene-YDR528W,1049,988,1419,1127
gene-YDR529C,2084,1713,1573,1797
gene-YDR530C,755,786,648,561
